DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2025-09-18 09:30,https://github.com/aniketsaha2310/sbi-fx-ratekeeper/tree/production/pdf_files/2025/9/2025-09-18.pdf,0.52,0.55,0.52,0.54,0.52,0.54,0,0
